"","Number.of.Authors","Time.Delta..months.","Reference.Diversity","Avg.sentence.length","Word.count","Flesch.Reading.Ease","Hedges","Evidential","Absolutes","Achievement","Reward","Empathy","Endophoric","Negate","Negative.emotions","First.Person","Third.Person","Sensory","Confidence.Interval","Sample.size","Rank","Special","p_value","intext","Empathics","cert_uncert","deception_avg","citationNumCrossRef","pval_x_numbauth"
"1",-0.731587885435383,1.87227884414014,-0.644061206912776,-0.712077088943738,-0.146404927342402,1.09274942112772,-0.812405643625211,0.992277483249895,-0.288703021719824,-0.416642316425394,-0.450423130493648,0.704375772354624,0.981387575459042,-0.396535646555575,-0.4538992678658,-1.74669248313943,0.564486893873217,0.341117187925508,-0.601199018260227,-1.00485406542153,-0.892281917736456,-0.426990077820876,-0.655186089922812,0.353618210502002,0.76577095217778,-0.345897527088653,-0.463295907245991,48,0.479326206093306
"2",-0.731587885435383,1.95036068012439,0.121105526086163,-2.01608420224577,-0.055315068993055,0.757363741856628,-0.343884332489973,-0.919969092154096,-0.662773325256006,-0.85072560983653,-0.906468769973679,0.479105177342158,-0.82427008121695,0.0290852204231045,1.2383325696701,-1.33245921184488,-1.15811487936999,-0.219956835877531,-0.601199018260227,-1.127332770344,-0.892281917736456,-0.426990077820876,1.23229300850767,-0.765012982892709,-0.0805127535471142,-1.17473372185486,0.399913647728457,29,-0.901530636330933
"3",-1.92095298573384,1.7941970081559,-0.72057788021267,-0.368917322285309,1.81357092307279,0.901279238558777,-1.62818624516019,-1.36555875084584,0.199764485375157,0.732076499809525,0.202036393583129,1.83072874741695,-1.42350930849945,-0.183934329116176,0.329900987028846,-1.88197356851634,-0.859833745310001,-0.411960919771866,-0.601199018260227,-0.674161562130841,-0.892281917736456,-0.426990077820876,-0.655186089922812,-1.48715068972411,0.49560903713991,1.83861331777526,-0.412377203451506,31,1.25858167564851
"4",0.457777214863075,1.55995150020317,1.49840564548425,-0.414671957839767,-0.471395015182023,0.927559459695692,-0.368123216389023,0.225937748153583,-1.01228623340907,-0.855963417298504,-1.03822772700402,-0.7598830952264,-0.0302288686802216,-0.862591083609004,-0.602813046179667,0.313718932415315,-1.07673001044996,-0.567375930740989,-0.601199018260227,-1.04159767689827,3.54254000951148,-0.426990077820876,0.28855345929243,-1.75079022530636,-0.815235757718394,-1.83803516057418,-1.03782670554084,17,0.132093198933994
"5",0.457777214863075,1.71611517217166,-0.337994513713201,0.866457837685037,-0.000506764393023995,0.215490610795492,0.733352129426833,-0.344681905356308,-1.27606800126479,0.185132012734577,-0.796175613302912,0.704375772354624,-0.266254660860715,-0.449789180438454,0.284174471222375,0.46072767536379,-0.633586384155872,-0.346595660083393,-0.601199018260227,-1.11508489985176,-0.300972327436731,-0.426990077820876,0.28855345929243,-0.082292027162348,1.25362063767128,-0.0863819382868828,-0.0215385348226076,14,0.132093198933994
"6",-1.92095298573384,1.55995150020317,-1.48574461321161,0.706316613244436,-0.239038681595976,-1.81309217315393,-0.773271958324615,-1.08353087640357,-0.949968759226862,-0.598519267432033,-0.988506617218363,-0.647247797720167,-1.59146369585578,-1.08809578691026,-0.753039651864022,-1.04460731794874,-0.47766235996621,-0.174090753195059,-0.601199018260227,-0.306725447363411,1.76861123861231,-0.426990077820876,1.23229300850767,0.695730024578718,-0.565921791300885,-0.824743892143639,-1.13944537349128,18,-2.36717693399175
"7",0.457777214863075,1.55995150020317,-1.17967792001203,0.0657517154820348,-0.276478157273462,0.661002931021276,0.381376924936804,-0.846433669649489,-0.547727897026232,0.0682125580405078,0.241357188840949,-0.478294851460819,-0.802648794073002,-1.26634336664259,0.0420628073067709,-0.38037843999712,0.282825122098099,-0.374363339007036,-0.601199018260227,-0.539434986716117,3.83819480466135,-0.426990077820876,-0.655186089922812,0.0295993707408008,-0.428159399871293,0.611715875030753,-0.156284407031686,4,-0.299929263461893
"8",-0.731587885435383,1.63803333618742,0.0445888527862693,0.500420753249379,0.822775726535611,-0.639242295705098,0.254324542031191,-0.195980927938511,-0.19609931622058,-0.722372912063469,-1.12845044955637,1.54914050365137,-0.433311314969183,-0.762209912551343,-0.877081109521923,1.31174776876156,-1.00784492283296,-0.624373422697731,-0.601199018260227,-0.99260619492928,-1.18793671288632,-0.426990077820876,-1.59892563913805,-0.965623753881389,1.28944036834102,-1.63521750573168,-1.08218707750912,33,1.16975462730543
"9",-0.731587885435383,1.55995150020317,-2.48046136611023,0.957967108793951,-0.965441704534415,-0.893284433361936,-0.335156172512946,-1.43726455151646,1.07753231000226,-0.046677698746007,0.802823369071236,-1.26674193400445,-1.59146369585578,0.477902815608216,1.65215322050046,-0.736829207526382,-0.153700819180167,-0.210171846241145,-0.601199018260227,-0.25773396539442,-0.300972327436731,-0.426990077820876,-0.655186089922812,0.739866505256442,-1.233649631793,1.06994897165442,1.25144295855092,10,0.479326206093306
"10",-0.731587885435383,1.63803333618742,-0.567544533612882,0.774948566576123,1.1107123126738,0.266799613967563,0.774210789528472,-0.723627293773535,0.270493750310461,-0.544627885095213,-0.171634874251666,1.21123461113267,-1.13692979440892,-0.613894475993619,0.0552612022087181,-0.692928361330895,0.216007376526928,-0.347566557947856,-0.601199018260227,0.134197890357505,-0.892281917736456,-0.426990077820876,-0.655186089922812,-1.35730624312865,0.809514220831034,-0.0795712106172135,-0.128373458339234,3,0.479326206093306
"11",0.457777214863075,1.48186966421893,1.11582227898478,0.706316613244436,0.819687934727159,-0.754374693066818,0.44564304436359,-1.14018311673009,0.567802666489276,-0.0602652691325317,0.526705833826423,-0.816200743979516,-1.25192008738689,3.7787003756349,-0.483224235571182,-1.42083060071248,0.179135453205667,-0.472793544146817,-0.601199018260227,-1.22531573428199,-0.596627122586593,-0.426990077820876,0.28855345929243,-0.660536751400636,-1.20510113718663,0.821623894238637,-0.158468912937288,5,0.132093198933994
